# fingerprint=e86680d6d5c586ba modCount=589 capturedUtc=2026-09-04T02:23:44Z
defName,source_mod,fate,tab,tier,cost,prereqs,hidden_prereqs,source_gate,form,theology,merge_target,note,access,holder,stage_gate,live
ProjectHeron_Swdoors,Doors Expanded Star Wars edition,untouched,Jawa Scavenging,T1,800,RR_ElectricityBasics;VFET_Construction,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
Prosthetics,Core,untouched,The Reach,T0,600,SterileMaterials,ComplexClothing,,,ozzik,,prereq-join: dropped Machining[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
ProximityDetector,Anomaly,cut,,,0,EntityContainment;Electricity,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
PsychiteRefining,Core,untouched,The Refinery,T0,400,DrugProduction,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
PsychoidBrewing,Core,untouched,The Refinery,T0,500,VFET_Fire;VFET_Medicine,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
Psychophagy,Anomaly,cut,,,0,BasicPsychicRituals,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
RG_BerryCultivation,ReGrowth 2,untouched,Jawa Scavenging,T1,700,VFET_Cultivation,,,,rekko,,"recost 600->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
RG_MushroomCultivation,ReGrowth 2,untouched,Jawa Scavenging,T0,500,VFET_Cultivation,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RM_WM_AutomatedSmelterRestoration,Wrecked Machines,untouched,The Workshop,T2,2000,RR_ElectricityBasics,,,,rekko,,"COVERAGE PATCH 2026-09-01T19-09-55Z: new row, not present at the file's original build capture (c2960afd7cb7d5ae, 586 mods) - added by mod growth to 589 mods (own local mod mandrake.rm.wreckedmachines). tags=[ShipRelated] and description explicitly ship-themed ('the ship's own deck', 'the Kolyska's makers') -> tab=THE SHIP by content-match, same convention as the VGE Chapter-1 siblings (not individually enumerated by canon). cost 2000 fits T2 band (1600-3000) cleanly at techLevel Industrial - no clamp needed. This row only is sourced from the newer capture; the other 521 rows were not re-verified against it.",common,,,yes
RR_BasicApparel,Research Reinvented: Stepping Stones,untouched,Jawa Scavenging,T0,25,VFET_Tribalwear,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RR_BasicCraftingFacilities,Research Reinvented: Stepping Stones,untouched,Jawa Scavenging,T0,50,VFET_Furniture,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RR_BasicFoodPrep,Research Reinvented: Stepping Stones,untouched,Jawa Scavenging,T0,25,VFET_Fire,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RR_EMP,Research Reinvented: Stepping Stones,untouched,The Strange Schools,T1,1000,Machining,,,,ishko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
RR_ElectricityBasics,Research Reinvented: Stepping Stones,untouched,The Workshop,T0,500,,,,,rekko,,prereq-join: dropped Smithing[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
RR_Furniture,Roots of Rimworld,untouched,The Hearth,T0,300,VFET_Furniture,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
RR_HeatingElements,Research Reinvented: Stepping Stones,untouched,Jawa Scavenging,T0,300,RR_ElectricityBasics,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RR_IncendiaryWeapons,Research Reinvented: Stepping Stones,untouched,Jawa Scavenging,T0,200,VFET_Fire;VFET_Bow,,,,rekko,,OWNER AMENDMENT 2026-09-04: small flame is common tech for holding wildlife at bay - moved out of Blasterworks (plan sec E tree 6) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
RR_LateralThinking,Research Reinvented: Stepping Stones,untouched,Jawa Scavenging,T0,1,,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RR_Organization,Research Reinvented: Stepping Stones,untouched,Jawa Scavenging,T0,1,,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | techLevel 'Animal' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",jawa-special,,,yes
RR_PowerGenerators,Research Reinvented: Stepping Stones,untouched,The Workshop,T0,300,RR_ElectricityBasics,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
RR_Rugs,Roots of Rimworld,untouched,Jawa Scavenging,T0,300,RR_LateralThinking,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RR_Storage,Roots of Rimworld,untouched,Jawa Scavenging,T0,300,RR_LateralThinking,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RR_lighting,Roots of Rimworld,untouched,Jawa Scavenging,T0,300,RR_LateralThinking,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
RSW_JawaIon_Weaponry,Jawa Ion Weapons (local),keep,The Strange Schools,T0,400,,,,ionic,ishko,,prereq-join: dropped Smithing[tier-inverted (T1>T0)] | IONIC survivor per canon vocabulary (chains_ruled),common,,,yes
RUT_Antiq_Cartography,(planned - ANTIQUITIES_TREE_BUILD_1),keep,Antiquities,T3,4000,RUT_Antiq_Culture,,,,tabaa,,"planned row per antiquities_design sec 3; advances by applied urns (the Rakata hold the techprints, G5)",faction-held,Rakata,,planned
RUT_Antiq_Culture,(planned - ANTIQUITIES_TREE_BUILD_1),keep,Antiquities,T2,2400,RUT_Antiq_Religion,,,,rekko,,"planned row per antiquities_design sec 3; advances by applied urns (the Rakata hold the techprints, G5)",faction-held,Rakata,,planned
RUT_Antiq_Language,(planned - ANTIQUITIES_TREE_BUILD_1),keep,Antiquities,T0,500,,,,,rekko,,"planned row per antiquities_design sec 3; advances by applied urns (the Rakata hold the techprints, G5)",faction-held,Rakata,,planned
RUT_Antiq_Religion,(planned - ANTIQUITIES_TREE_BUILD_1),keep,Antiquities,T1,1200,RUT_Antiq_Language,,,,rekko,,"planned row per antiquities_design sec 3; advances by applied urns (the Rakata hold the techprints, G5)",faction-held,Rakata,,planned
RUT_Antiq_Voice,(planned - ANTIQUITIES_TREE_BUILD_1),keep,Antiquities,T4,6000,RUT_Antiq_Cartography,,,,rekko,,"planned row per antiquities_design sec 3; advances by applied urns (the Rakata hold the techprints, G5)",faction-held,Rakata,,planned
RUT_Rites_ConduitChoir,The Rites (local),keep,The Rites,T1,1200,RUT_Rites_ScrapShrine,,,,ohm,,"authored 2026-09-04, deployed+activated, awaits full-list restart; weld gate per antiquities sec 2",ship-only,,LANGUAGE,pending-restart
RUT_Rites_GodSpeakerArray,The Rites (local),keep,The Rites,T2,2600,RUT_Rites_ConduitChoir,,,,ohm,,"authored 2026-09-04, deployed+activated, awaits full-list restart; weld gate per antiquities sec 2",ship-only,,RELIGION,pending-restart
RUT_Rites_GodsSpeakBack,The Rites (local),keep,The Rites,T4,8000,RUT_Rites_HullLiturgy,,,,ohm,,"authored 2026-09-04, deployed+activated, awaits full-list restart; weld gate per antiquities sec 2",ship-only,,VOICE,pending-restart
RUT_Rites_HullLiturgy,The Rites (local),keep,The Rites,T3,4000,RUT_Rites_GodSpeakerArray,,,,ohm,,"authored 2026-09-04, deployed+activated, awaits full-list restart; weld gate per antiquities sec 2",ship-only,,CULTURE,pending-restart
RUT_Rites_ScrapShrine,The Rites (local),keep,The Rites,T0,400,,,,,ohm,,"authored 2026-09-04, deployed+activated, awaits full-list restart; weld gate per antiquities sec 2",ship-only,,,pending-restart
ReconArmor,Core,untouched,The Shell,T4,6000,MultiAnalyzer,ComplexClothing,,,ishko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
RecurveBow,Core,untouched,Jawa Scavenging,T1,700,VFET_Bow,,,,rekko,,"recost 400->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
Res_Projectors,EGI Holograms and Projectors,untouched,The Utinni,T0,600,,,,,ohm,,"prereq-join: dropped Fabrication[tier-inverted (T3>T0)] | recost 2000->600 (band conformance, T0) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
ResearchAlertSpeaker,MiningCo. Alert speaker (Continued),untouched,Powder & Slug,T0,500,,,,,shkaar,,prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
ResearchDrillTurret,MiningCo. DrillTurret (Continued),untouched,The Utinni,T1,1000,BasicGravtech,,,,ohm,,"prereq-join: no surviving prereq; anchored to BasicGravtech (same tree, lower tier) | prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T1)] | Ship tree: MiningCo drill-turret pair, ancient-ship-tech reflavor",common,,,yes
ResearchDrillTurretEfficientDrilling,MiningCo. DrillTurret (Continued),untouched,The Utinni,T1,1000,ResearchDrillTurret,,,,ohm,,"Ship tree: MiningCo drill-turret pair, ancient-ship-tech reflavor",common,,,yes
ResearchMobileMineralSonar,MiningCo. MMS (Continued),untouched,The Refinery,T1,1600,FT_Chemistry,,,,mobunloo,,"prereq-join: no surviving prereq; anchored to FT_Chemistry (same tree, lower tier, same category) | prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
ResearchMobileMineralSonarEnhancedScan,MiningCo. MMS (Continued),untouched,The Refinery,T1,1000,ResearchMobileMineralSonar,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
RevenantInvisibility,Anomaly,cut,,,0,DisruptorFlares;Bionics,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect) | OPEN QUESTION: prereq(s) ['DisruptorFlares'] are fate=cut in this manifest - the taxonomy's migration rules (sec 5) say what happens to the CUT row's own unlocks but not to OTHER live rows that named it as their prereq; re-wiring this row's gate (drop it? replace it?) is a real design call not specified in any source doc, so it is left as-is. EXPECT check-2 FAIL here, genuine open question, not a manifest mistake.",,,,yes
RimAI_AI_Level1,RimAI Core (BETA),untouched,The Unbolting,T2,3000,MicroelectronicsBasics,,,,ohm,,"G6 fold: The Waking Mind merged into The Unbolting (minds you make); access stays common - mixed classes are the feature | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
RimAI_AI_Level2,RimAI Core (BETA),untouched,The Unbolting,T3,5000,RimAI_AI_Level1,,,,ohm,,"G6 fold: The Waking Mind merged into The Unbolting (minds you make); access stays common - mixed classes are the feature | recost 6000->5000 (band conformance, T3) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
RimAI_AI_Level3,RimAI Core (BETA),untouched,The Unbolting,T4,9000,RimAI_AI_Level2,,,,ohm,,"G6 fold: The Waking Mind merged into The Unbolting (minds you make); access stays common - mixed classes are the feature | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 9000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
RimAI_GW_Communication,RimAI Core (BETA),untouched,The Unbolting,T1,1500,,,,,ohm,,"G6 fold: The Waking Mind merged into The Unbolting (minds you make); access stays common - mixed classes are the feature | prereq-join: dropped RimAI_AI_Level3[tier-inverted (T4>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
RimAI_Subspace_Gravitic_Penetration,RimAI Core (BETA),untouched,The Unbolting,T2,1800,AM_Cryptoharmonization,,,,ohm,,"G6 fold: The Waking Mind merged into The Unbolting (minds you make); access stays common - mixed classes are the feature | prereq-join: no surviving prereq; anchored to AM_Cryptoharmonization (same tree, lower tier) | prereq-join: dropped RimAI_AI_Level3[tier-inverted (T4>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1800 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
RimFridge_PowerFactorSetting,RimFridge: Now with Shelves!,cut,,,0,RimFridge_PowerFactorSetting,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,,,,yes
RocketswarmLauncher,Core,untouched,Powder & Slug,T3,3200,Fabrication,GunTurrets,,,shkaar,,"recost 3000->3200 (band conformance, T3) | no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
RoyalApparel,Royalty,cut,,,400,NobleApparel,Smithing,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here",,,,yes
Saunas,Dubs Bad Hygiene Lite,untouched,The Hearth,T2,1700,RR_ElectricityBasics;VFET_Furniture,,,,oomo,,"recost 300->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
ScuttlebugsBiology,Space Worms (Continued),untouched,The Reach,T1,1600,HospitalBed,,,,zizzik,,"stage-gated: unhidden at Antiquities CULTURE (study of the residue, plan D7) | prereq-join: dropped MultiAnalyzer[tier-inverted (T3>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1600 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,CULTURE,yes
SecurityDoor,Anomaly,cut,,,700,Autodoors,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable)",,,,yes
SerumSynthesis,Anomaly,cut,,,0,BioferriteShaping;DrugProduction,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
ShieldBelt,Core,untouched,The Shell,T1,1000,FlakArmor,ComplexClothing,,,ishko,,"prereq-join: no surviving prereq; anchored to FlakArmor (same tree, lower tier, same category) | prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
ShieldGen_AdvancedShieldTech,Shield Generators,untouched,The Shell,T4,10000,ShieldGen_BasicShieldTech,,,,ishko,,no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence,common,,,yes
ShieldGen_BasicShieldTech,Shield Generators,untouched,The Shell,T4,6000,AdvancedFabrication;ShieldBelt,,,,ishko,,no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence,common,,,yes
ShieldGen_PortableShieldTech,Shield Generators,untouched,The Shell,T3,4000,OuterRim_TechBelts,,,,ishko,,"prereq-join: no surviving prereq; anchored to OuterRim_TechBelts (same tree, lower tier, same category) | prereq-join: dropped ShieldGen_BasicShieldTech[tier-inverted (T4>T3)] | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 4000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
ShipBasics,Core,untouched,The Utinni,T3,4000,AdvancedFabrication,,,,ohm,,"vanilla escape-ship chain sibling of the explicitly-named ShipReactor - swept in by obvious content match, not itself individually enumerated by canon",ship-only,,,yes
ShipComputerCore,Core,untouched,The Utinni,T2,3000,Shuttles,,,,ohm,,"Tenancy thread (G6/deep-dive): re-described in the house-for-minds canon; cross-reveals with Unbolting tiers | prereq-join: no surviving prereq; anchored to Shuttles (same tree, lower tier, same category) | prereq-join: dropped ShipBasics[tier-inverted (T3>T2)] | vanilla escape-ship chain sibling of the explicitly-named ShipReactor - swept in by obvious content match, not itself individually enumerated by canon | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
ShipCryptosleep,Core,untouched,The Utinni,T2,2800,Shuttles,Cryptosleep,,,ohm,,"prereq-join: no surviving prereq; anchored to Shuttles (same tree, lower tier, same category) | prereq-join: dropped ShipBasics[tier-inverted (T3>T2)] | vanilla escape-ship chain sibling of the explicitly-named ShipReactor - swept in by obvious content match, not itself individually enumerated by canon | cost 2800 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
ShipEngine,Core,untouched,The Utinni,T4,6000,ShipBasics,,,,ohm,,"vanilla escape-ship chain sibling of the explicitly-named ShipReactor - swept in by obvious content match, not itself individually enumerated by canon | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
ShipReactor,Core,untouched,The Utinni,T4,6000,ShipBasics,,,,ohm,,"Ship tree: explicitly named (canon.yml research_tree.shape_src) | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
ShipSensorCluster,Core,untouched,The Utinni,T3,4000,ShipBasics,LongRangeMineralScanner,,,ohm,,"vanilla escape-ship chain sibling of the explicitly-named ShipReactor - swept in by obvious content match, not itself individually enumerated by canon",ship-only,,,yes
Shuttles,Odyssey,untouched,The Utinni,T1,1500,TransportPod;OrbitalTech,,,,ohm,,"prereq-join: dropped Fabrication[tier-inverted (T3>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
SkinHardening,Royalty,cut,,,2000,FleshShaping;AdvancedFabrication,Prosthetics,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
SkipAbductionPlayer,Anomaly,cut,,,0,BasicPsychicRituals,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
SleepSuppressor,Anomaly,cut,,,0,BioferriteExtraction;EntityContainment;Electricity,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
Smithing,Core,untouched,The Workshop,T1,700,RR_BasicCraftingFacilities;VFET_Weapons;VFET_Bow;VFET_Fire,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 700 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
SmokepopBelt,Core,untouched,The Shell,T0,300,,ComplexClothing,,,ishko,,prereq-join: dropped Machining[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
SniperTurret,Core,keep,Powder & Slug,T3,3200,Fabrication,GunTurrets,,kinetic,shkaar,,"recost 3000->3200 (band conformance, T3) | KINETIC thin chain per chains_ruled: uranium slug (Core) -> VFES_Railgun",common,,,yes
SolarPanels,Core,untouched,The Workshop,T0,600,,,,,rekko,,"prereq-join: dropped WatermillGenerator[tier-inverted (T1>T0)], ColoredLights[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
SpaceBase_Explorer_Furniture,[MUS]太空基地家具Space Base Furniture,untouched,The Workshop,T1,1000,VFET_Furniture,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
SpacerCCTV,[1.6] CAI 5000 - Advanced AI + Fog Of War (continued),untouched,Powder & Slug,T2,1850,MicroelectronicsBasics;IndustrialCCTV,,,,shkaar,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1850 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
SpacerElectronics,Vanilla Furniture Expanded - Spacer Module,untouched,The Workshop,T2,2000,FlatscreenTelevision,,,,rekko,,"prereq-join: dropped MultiAnalyzer[tier-inverted (T3>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
SpacerFurniture,Vanilla Furniture Expanded - Spacer Module,untouched,The Hearth,T3,3200,MultiAnalyzer;MF_ModernFurniture,,,,oomo,,"recost 1500->3200 (band conformance, T3) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
SpecializedLimbs,Royalty,cut,,,2000,MicroelectronicsBasics,Prosthetics,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
StandardGravtech,Odyssey,untouched,The Utinni,T3,3200,BasicGravtech;OrbitalTech;Fabrication,,,,ohm,,"recost 1500->3200 (band conformance, T3) | Ship tree: Odyssey gravtech x3, explicitly named | cost 1500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
StandardMechtech,Biotech,cut,,,1000,BasicMechtech;MicroelectronicsBasics,,,,,,"owner frozen deck 2026-09-04: ALL mechanoid research out of research potential, mechanitors too. | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",,,,yes
SterileMaterials,Core,untouched,The Refinery,T0,600,,,,,mobunloo,,prereq-join: dropped Smithing[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
Stonecutting,Core,untouched,The Workshop,T0,300,RR_BasicCraftingFacilities,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
SummonAnimals,Anomaly,cut,,,0,BasicPsychicRituals,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
