packageId,verdict,note
biomesteam.biomespollutedlands,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mandrake.blastdoorframeasyncfix,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
zal.comigogreaterswamps,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.functionalvanillaexpandedprops,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
sd.fa.geneticheadsbiotech,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sd.fa.geneticheadsmods,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
als.gravtech.bc,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
erdelf.humanoidalienraces,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
jellycreative.isekaileveling,keep,"NAMED LEAD — see write-up above: full RPG leveling system (skill trees, runes, quests, world objects, incidents), not just the grant-item mechanic ISEKAI_GRANT_EXCLUSION_1 touched. Substantial, not owned by any of our own systems."
zacharyfoster.mineralsfrozen,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
zacharyfoster.mineralsrock,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
zacharyfoster.mineralssparkle,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mehni.pickupandhaul,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
avius.prisonlabor,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
reel.facialanims,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.researchkiteastfix,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
oskarpotocki.vfe.pirates,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vmemese,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.skills,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
killathon.artificialbeings,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
sd.fa.reelsadjustments,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
opa.allspecialistscanwork,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sarg.alphaskills,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
meteores.ancienturbanruinsvanillaloot.aurvl,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
chezhou.chezhoulib.lib,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
broms.deeporbit,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
farhanfair.warcaskettweakspatch,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
halituisamaricanous.gravtechbigcannons,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
teiwaz.gtgtradercore,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
keyz182.keyzallowutilities,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
toastyman.moreritualseats,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
sugarcube.puahsharedstorage,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
legator.prisonerrealism,examine,"Prisoner mechanics overhaul — thematically apt for the slavery/prisoner-heavy campaign, but check for overlap with our own enslave-not-recruit doctrine before endorsing wholesale"
font.rimesis,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
petetimessix.simplesidearms,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
tribeagle.simpleslaverycollars,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
neronix17.toolbox,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vgeneticse,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vtexe.facialanims,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
oskarpotocki.vanillavehiclesexpanded,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
dmp.vfepirates.warcasketwork,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
aoba.warcasket,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
divinederivative.romance,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
teiwaz.taajg,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
teiwaz.tacac,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
killathon.artificialbeings.syncore,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
brrainz.achtung,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
sd.fa.vteadjustments,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sarg.alphavehiclesneolithic,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
kem.beardadjustment,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
redmattis.bigsmall.core,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lovelydovey.sex.witheuterpe,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
chezhou.creature.sandworm,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
neronix17.outerrim.core,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
neronix17.outland.genetics,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
neronix17.shieldgenerators,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
farxmai2.vanilladeconstructablevehicles,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
redmattis.optional,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
redmattis.bigsmall,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
redmattis.bigweapons,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
avilmask.commonsense,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.desertvehiclereskin,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lovelydovey.sex.withrosaline,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lovelydovey.recreation.witheuterpe,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
leutiankane.mineablesor,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
leutiankane.mines2patchouterrim,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
neronix17.outerrim.droiddepot,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
neronix17.outerrim.furnitureanddecor,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
neronix17.outerrim.galacticempire,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
neronix17.outerrim.rebelalliance,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
jelheb.rusticmealretexture,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
frozensnowfox.complexjobs,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
dubwise.dubsbreakmod,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
danzinagri.facialanimationcompatabilityproject,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.jawa.doctrine,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
dubwise.dubsperformanceanalyzer.steam,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
taranchuk.performanceoptimizer,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
co.uk.epicguru.meleeanimation,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lordfelix.rimcontrol,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
meathax.showmeyourtools,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lee.theforce.lightsaber,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
guy762.mm.kotorcore,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
mandrake.starwarsraces,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
guy762.kotorweapons,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
mandrake.jawa.armoury,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.jawaikee,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.jawaionweapons,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mandrake.jawa.patches,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mandrake.jawapawnflavor,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
guy762.kotordroids,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
btd.gbp.shippack.kotor.vge,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
mandrake.rimdefdump,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
